date,sales,region,sku
2022-04-02,201,South,SKU18
2022-02-21,198,East,SKU15
2023-06-04,202,East,SKU4
2022-04-08,206,East,SKU13
2022-08-24,202,West,SKU18
2023-01-09,196,North,SKU16
2023-08-04,211,West,SKU1
2023-07-11,210,North,SKU2
2023-10-11,205,North,SKU2
2022-08-22,205,East,SKU16
2022-02-01,194,East,SKU8
2022-10-16,209,South,SKU1
2023-09-30,183,West,SKU15
2023-08-02,238,South,SKU17
2023-06-26,195,North,SKU17
2022-04-24,218,West,SKU3
2022-07-23,178,West,SKU12
2022-01-29,194,South,SKU5
2023-10-05,190,West,SKU13
2023-04-19,191,East,SKU7
2023-11-28,174,East,SKU1
2022-09-10,187,East,SKU17
2023-01-21,184,North,SKU13
2022-03-03,195,South,SKU11
2023-05-30,207,East,SKU17
2023-03-06,218,North,SKU13
2023-08-03,198,North,SKU4
2023-06-21,200,South,SKU5
2023-11-22,192,East,SKU14
2022-05-21,179,West,SKU16
2022-10-27,211,North,SKU6
2023-11-06,182,West,SKU2
2022-11-07,195,North,SKU13
2023-04-16,195,East,SKU18
2023-01-28,184,North,SKU4
2023-10-04,196,North,SKU16
2023-03-21,213,South,SKU4
2022-06-21,203,South,SKU16
2023-07-30,196,West,SKU17
2022-01-31,162,South,SKU3
2022-02-16,191,South,SKU6
2022-05-10,224,West,SKU19
2022-12-18,197,West,SKU2
2023-09-14,178,South,SKU14
2023-08-04,228,East,SKU3
2022-02-27,190,North,SKU7
2022-04-16,191,East,SKU11
2022-11-26,209,East,SKU15
2023-11-14,180,South,SKU18
2023-01-18,205,East,SKU4
2022-06-11,180,North,SKU3
2022-10-13,233,East,SKU16
2022-03-12,182,West,SKU8
2023-03-30,205,East,SKU8
2023-07-21,204,South,SKU4
2023-02-01,183,East,SKU16
2023-05-30,209,East,SKU4
2022-01-26,204,West,SKU6
2022-11-09,197,South,SKU6
2022-05-06,196,North,SKU18
2023-02-12,211,South,SKU12
2023-07-19,191,South,SKU8
2022-07-17,193,East,SKU14
2022-07-07,170,South,SKU7
2023-11-29,179,South,SKU2
2023-12-17,162,North,SKU8
2023-04-29,192,East,SKU11
2023-03-26,214,North,SKU17
2023-06-07,222,North,SKU10
2022-12-20,187,South,SKU7
2023-10-20,179,North,SKU6
2023-08-20,204,West,SKU9
2022-04-10,191,North,SKU19
2023-09-08,192,South,SKU5
2023-07-12,195,South,SKU5
2023-07-10,183,East,SKU3
2022-10-05,193,South,SKU4
2023-11-24,190,South,SKU12
2023-11-30,205,West,SKU6
2023-09-18,210,South,SKU10
2023-05-06,199,East,SKU8
2022-09-12,202,North,SKU17
2023-01-16,198,South,SKU6
2023-06-26,191,East,SKU5
2022-09-21,208,South,SKU10
2023-09-02,236,North,SKU12
2022-11-25,201,North,SKU14
2022-04-25,218,South,SKU3
2022-10-03,219,South,SKU20
2023-05-03,216,East,SKU4
2022-10-08,201,North,SKU4
2022-10-02,214,South,SKU8
2023-12-20,194,South,SKU4
2022-11-24,196,South,SKU19
2022-07-30,181,South,SKU15
2023-12-28,215,East,SKU13
2023-07-06,194,West,SKU5
2022-01-26,196,East,SKU15
2022-01-27,203,North,SKU18
2023-12-03,184,North,SKU5
2022-03-24,205,West,SKU18
2023-11-13,201,East,SKU10
2023-02-17,215,West,SKU18
2022-06-16,188,West,SKU7
2023-12-01,227,North,SKU10
2022-06-18,206,East,SKU4
2022-08-17,218,South,SKU9
2023-09-01,182,South,SKU13
2023-01-02,192,West,SKU16
2023-06-12,212,East,SKU13
2023-10-09,169,South,SKU3
2023-06-22,181,South,SKU15
2023-06-08,211,East,SKU17
2022-03-13,175,South,SKU3
2023-10-07,228,North,SKU3
2022-04-16,195,South,SKU19
2023-11-20,178,North,SKU4
2022-10-09,176,West,SKU3
2022-05-13,181,East,SKU16
2023-06-18,207,North,SKU19
2022-09-26,176,South,SKU6
2023-02-16,200,North,SKU17
2023-11-04,199,South,SKU4
2023-09-11,184,South,SKU17
2022-01-18,202,North,SKU2
2022-04-27,205,South,SKU19
2022-05-24,208,North,SKU9
2023-12-18,202,West,SKU3
2023-07-05,178,West,SKU13
2023-10-28,182,West,SKU18
2023-11-19,175,West,SKU20
2023-02-26,197,South,SKU15
2023-01-04,197,East,SKU2
2023-10-08,218,East,SKU12
2023-07-12,194,North,SKU7
2022-02-19,175,West,SKU11
2023-11-09,212,West,SKU15
2022-04-16,197,North,SKU7
2022-08-04,173,East,SKU8
2023-10-20,194,East,SKU12
2023-03-01,213,West,SKU6
2022-03-13,226,West,SKU14
2023-03-22,176,East,SKU5
2022-07-05,210,West,SKU4
2022-03-11,201,West,SKU4
2022-05-30,208,West,SKU9
2022-09-03,215,East,SKU15
2023-06-22,198,West,SKU18
2023-10-14,208,West,SKU7
2022-04-09,201,West,SKU20
2022-10-05,182,South,SKU16
2023-07-17,201,North,SKU11
2023-10-25,189,North,SKU4
2023-03-31,189,West,SKU8
2022-04-14,218,East,SKU3
2023-08-24,217,North,SKU5
2023-10-15,206,West,SKU3
2023-12-26,190,West,SKU20
2022-08-21,182,North,SKU9
2023-01-29,186,South,SKU3
2023-05-16,191,South,SKU10
2023-11-26,200,North,SKU17
2022-09-08,184,West,SKU11
2023-06-05,194,South,SKU9
2022-03-20,203,East,SKU11
2022-02-21,183,North,SKU7
2022-08-14,202,South,SKU1
2022-02-20,181,South,SKU14
2022-07-05,206,North,SKU11
2022-02-03,188,West,SKU14
2022-05-11,187,North,SKU18
2023-09-24,228,East,SKU9
2023-03-19,192,West,SKU12
2023-03-08,189,South,SKU14
2023-12-05,222,West,SKU12
2023-05-12,207,North,SKU3
2023-02-07,202,West,SKU9
2022-11-19,180,South,SKU16
2022-07-29,204,South,SKU4
2023-09-07,183,South,SKU13
2022-11-25,220,South,SKU18
2023-01-07,176,North,SKU8
2023-04-05,197,North,SKU8
2022-05-13,212,East,SKU16
2023-10-13,217,North,SKU13
2022-05-01,194,South,SKU2
2023-08-29,191,East,SKU13
2023-03-28,196,West,SKU18
2022-05-09,201,North,SKU19
2022-04-01,187,North,SKU4
2023-08-27,233,East,SKU4
2023-07-29,211,North,SKU2
2022-01-29,194,North,SKU9
2023-12-23,213,North,SKU9
2023-06-08,190,South,SKU4
2022-11-29,195,East,SKU16
2022-10-24,202,East,SKU8
2022-05-10,189,South,SKU7
2022-10-20,207,East,SKU13
2022-06-22,214,West,SKU5
2023-12-21,210,North,SKU8
2022-01-24,208,South,SKU2
2022-04-09,203,West,SKU16
2023-02-10,206,South,SKU18
2022-12-22,208,South,SKU10
2022-05-19,183,East,SKU9
2023-05-18,211,West,SKU15
2022-06-23,185,West,SKU3
2022-01-29,201,South,SKU15
2023-05-11,200,South,SKU13
2023-10-17,197,West,SKU1
2022-12-17,185,South,SKU15
2023-07-08,207,East,SKU9
2022-10-26,193,East,SKU7
2023-12-21,171,East,SKU18
2022-07-11,198,South,SKU8
2023-11-03,195,North,SKU15
2022-03-05,189,West,SKU14
2023-10-26,201,East,SKU6
2022-08-03,202,North,SKU14
2022-06-15,213,North,SKU4
2023-06-27,205,East,SKU16
2022-08-20,193,East,SKU14
2023-06-25,186,North,SKU17
2022-07-14,208,East,SKU16
2023-05-21,222,North,SKU2
2022-11-30,204,North,SKU1
2022-10-31,206,South,SKU15
2023-03-13,191,North,SKU9
2022-11-19,184,South,SKU13
2023-05-17,202,South,SKU17
2023-01-28,224,East,SKU3
2023-08-22,212,West,SKU6
2022-05-29,200,East,SKU9
2023-02-09,186,West,SKU9
2022-10-10,196,North,SKU20
2022-12-28,202,East,SKU17
2023-01-14,188,East,SKU9
2022-07-17,223,East,SKU2
2023-07-10,181,East,SKU15
2022-12-22,216,North,SKU10
2023-06-24,197,West,SKU10
2023-03-05,193,West,SKU4
2022-01-17,186,South,SKU7
2023-10-01,200,South,SKU2
2023-01-14,192,South,SKU9
2023-11-11,194,East,SKU5
2023-05-21,198,West,SKU10
2022-03-17,237,East,SKU9
2022-08-19,214,West,SKU8
2023-12-17,191,North,SKU3
2022-09-05,182,West,SKU19
2022-10-29,200,South,SKU18
2023-12-27,194,North,SKU14
2022-08-03,224,West,SKU11
2022-06-07,203,South,SKU2
2022-03-10,174,North,SKU2
2023-01-28,208,North,SKU15
2022-03-26,194,North,SKU18
2022-09-24,202,South,SKU16
2022-03-10,209,East,SKU2
2023-09-03,200,South,SKU13
2022-12-13,195,West,SKU20
2023-12-29,214,East,SKU7
2023-11-04,189,North,SKU9
2023-02-27,188,South,SKU19
2023-08-29,179,East,SKU2
2022-06-23,202,South,SKU1
2023-11-08,200,South,SKU8
2022-04-25,201,West,SKU19
2022-08-08,207,South,SKU9
2022-01-31,181,North,SKU1
2023-06-07,200,East,SKU17
2022-12-09,200,North,SKU20
2023-01-12,227,West,SKU17
2022-05-10,181,West,SKU7
2023-09-09,219,West,SKU3
2023-06-23,210,West,SKU16
2022-01-02,205,East,SKU2
2022-04-11,185,West,SKU5
2023-06-17,198,North,SKU5
2022-02-27,195,South,SKU9
2023-01-24,209,North,SKU15
2023-11-23,204,South,SKU16
2022-12-07,206,East,SKU18
2022-01-20,206,East,SKU19
2022-09-12,192,West,SKU6
2022-11-13,178,South,SKU17
2022-02-07,204,South,SKU14
2023-10-22,199,West,SKU16
2023-06-21,208,North,SKU2
2023-01-21,179,North,SKU18
2023-09-25,189,North,SKU18
2022-01-26,196,East,SKU3
2023-03-30,192,South,SKU14
2023-11-12,191,East,SKU18
2022-11-19,210,South,SKU19
2023-05-28,187,South,SKU3
2022-01-13,211,West,SKU7
2023-07-14,195,East,SKU3
2023-01-06,217,North,SKU6
2022-10-18,206,North,SKU12
2022-11-28,194,East,SKU16
2023-08-29,189,West,SKU20
2022-09-18,181,South,SKU5
2022-07-24,207,East,SKU11
2023-11-28,210,North,SKU13
2023-11-18,192,West,SKU12
2023-01-22,204,South,SKU16
2023-04-13,206,West,SKU15
2023-02-19,197,East,SKU7
2022-03-10,189,North,SKU5
2023-04-17,192,South,SKU13
2022-04-14,207,West,SKU15
2022-06-10,212,East,SKU9
2022-07-19,175,East,SKU17
2022-08-04,225,North,SKU4
2022-07-31,203,East,SKU14
2023-05-23,203,West,SKU10
2022-01-16,196,East,SKU5
2023-05-13,213,East,SKU12
2022-11-28,230,West,SKU13
2023-12-18,210,East,SKU4
2023-07-05,203,North,SKU13
2023-08-24,207,South,SKU5
2022-09-13,186,South,SKU1
2023-12-29,214,East,SKU4
2022-06-21,178,North,SKU1
2023-10-11,220,East,SKU18
2023-05-13,208,East,SKU13
2023-04-16,190,East,SKU15
2023-01-19,180,East,SKU9
2023-11-21,196,South,SKU9
2023-08-12,185,East,SKU10
2023-12-01,213,East,SKU3
2023-05-22,197,East,SKU4
2023-06-11,185,South,SKU5
2022-11-21,199,North,SKU12
2022-08-02,204,North,SKU6
2022-07-27,184,North,SKU6
2022-06-18,181,North,SKU8
2022-11-26,203,North,SKU19
2022-10-07,188,West,SKU20
2022-11-01,223,East,SKU20
2022-05-26,186,East,SKU11
2023-05-31,179,North,SKU11
2022-03-31,166,West,SKU15
2023-03-29,200,South,SKU4
2022-03-01,199,West,SKU13
2022-11-07,191,East,SKU10
2023-06-12,180,North,SKU14
2022-08-15,183,West,SKU5
2023-04-19,179,South,SKU17
2023-06-25,181,North,SKU20
2023-10-25,181,South,SKU7
2022-03-20,201,North,SKU15
2023-03-09,207,East,SKU19
2022-06-02,185,North,SKU16
2023-02-05,191,North,SKU7
2022-10-06,202,North,SKU5
2022-02-26,191,North,SKU17
2022-07-05,181,West,SKU4
2023-02-02,184,West,SKU16
2023-08-28,183,West,SKU19
2022-06-07,210,North,SKU4
2023-11-24,192,South,SKU6
2022-12-25,186,West,SKU14
2023-03-16,214,East,SKU20
2023-08-12,184,West,SKU13
2023-04-11,198,West,SKU14
2023-10-25,235,East,SKU7
2023-03-22,211,East,SKU3
2023-05-03,213,South,SKU3
2023-06-14,205,North,SKU18
2022-03-14,219,East,SKU16
2023-12-02,196,South,SKU1
2022-01-17,175,North,SKU14
2023-06-15,210,East,SKU18
2022-11-22,211,South,SKU20
2023-09-24,189,South,SKU16
2023-09-05,202,West,SKU19
2023-06-30,207,East,SKU2
2023-08-19,206,North,SKU9
2023-12-09,228,South,SKU13
2022-07-21,202,West,SKU18
2022-12-10,220,South,SKU20
2023-06-07,175,North,SKU2
2023-02-04,201,South,SKU7
2022-08-06,203,West,SKU13
2023-03-21,209,North,SKU8
2022-08-10,183,East,SKU3
2023-01-18,200,West,SKU14
2023-08-15,217,North,SKU8
2022-01-07,216,South,SKU1
2022-09-29,225,West,SKU11
2022-01-16,179,North,SKU1
2023-02-28,209,North,SKU11
2023-06-08,188,West,SKU6
2022-01-21,200,North,SKU11
2023-11-21,238,North,SKU18
2022-08-16,207,South,SKU9
2022-10-15,188,East,SKU13
2022-05-14,212,East,SKU10
2022-10-10,188,West,SKU10
2023-02-08,201,West,SKU3
2023-10-27,199,North,SKU4
2022-03-07,211,East,SKU10
2023-10-11,202,South,SKU19
2023-08-27,189,South,SKU18
2023-03-13,201,East,SKU7
2022-09-16,213,West,SKU2
2022-04-13,206,East,SKU9
2023-07-21,203,West,SKU8
2022-04-11,200,South,SKU3
2022-07-17,205,North,SKU12
2022-08-14,181,North,SKU10
2023-04-08,215,South,SKU14
2022-08-25,210,East,SKU1
2022-01-26,204,East,SKU19
2022-05-01,188,East,SKU14
2023-05-21,191,East,SKU20
2022-07-01,189,East,SKU6
2023-12-12,182,West,SKU16
2023-09-26,205,East,SKU4
2023-06-27,186,East,SKU9
2022-11-11,192,East,SKU8
2023-09-10,192,North,SKU6
2022-09-30,194,North,SKU10
2022-08-20,212,East,SKU7
2023-02-24,184,East,SKU11
2023-03-18,195,West,SKU5
2023-05-11,229,North,SKU14
2022-01-24,200,South,SKU9
2022-04-19,220,North,SKU20
2023-12-04,195,East,SKU20
2023-05-17,236,North,SKU20
2022-01-25,220,East,SKU20
2022-07-06,179,North,SKU6
2022-10-15,213,North,SKU7
2023-09-20,193,North,SKU4
2022-12-04,204,East,SKU17
2022-02-06,188,South,SKU4
2022-05-17,188,East,SKU20
2023-05-23,201,South,SKU14
2022-08-15,216,South,SKU18
2022-11-16,201,South,SKU8
2022-07-01,193,South,SKU5
2022-03-27,220,South,SKU14
2023-04-12,200,West,SKU9
2022-02-22,191,South,SKU20
2022-08-23,223,West,SKU3
2023-03-09,187,East,SKU17
2023-05-11,193,East,SKU18
2022-04-10,181,West,SKU4
2023-08-22,198,North,SKU9
2023-02-07,207,South,SKU11
2023-01-31,200,West,SKU9
2023-06-11,189,East,SKU6
2023-02-19,218,East,SKU18
2023-09-05,193,East,SKU1
2023-11-08,199,East,SKU4
2023-04-08,169,West,SKU6
2023-06-25,199,North,SKU18
2023-09-18,230,East,SKU17
2023-09-11,182,North,SKU16
2022-12-30,226,South,SKU18
2022-05-10,183,North,SKU12
2022-03-25,216,East,SKU20
2022-09-28,212,West,SKU9
2022-09-01,206,South,SKU18
2023-01-23,194,West,SKU5
2022-08-02,194,West,SKU3
2022-06-15,221,North,SKU2
2022-02-28,158,North,SKU10
2023-08-25,170,North,SKU6
2023-05-19,194,East,SKU13
2023-12-07,206,South,SKU5
2022-05-03,190,North,SKU7
2023-10-10,206,East,SKU19
2023-02-17,204,West,SKU6
2022-05-19,201,South,SKU14
2022-08-17,200,West,SKU7
2022-10-01,202,North,SKU17
2023-03-15,209,South,SKU4
2023-07-16,198,East,SKU13
2022-04-28,201,South,SKU7
2023-12-15,181,South,SKU10
2023-04-28,184,South,SKU2
2023-01-30,186,North,SKU8
2023-12-04,209,West,SKU7
2023-04-05,196,West,SKU18
2023-11-24,215,North,SKU9
2022-03-19,204,North,SKU18
2023-02-16,221,West,SKU5
2022-03-16,202,North,SKU15
2022-10-22,170,North,SKU1
2022-01-21,197,North,SKU16
2022-06-20,237,North,SKU13
2022-01-15,191,West,SKU16
2022-07-30,179,East,SKU2
2023-07-14,200,East,SKU17
2022-03-27,207,West,SKU4
2022-05-29,205,South,SKU9
2023-12-01,198,South,SKU20
2023-01-07,177,East,SKU10
2023-04-25,211,West,SKU17
2022-05-31,214,East,SKU5
2022-05-21,198,South,SKU6
2022-03-10,204,East,SKU17
2022-09-17,206,East,SKU8
2023-06-05,200,East,SKU17
2023-09-25,196,South,SKU9
2023-01-06,171,South,SKU19
2023-02-23,188,West,SKU5
2022-04-11,195,North,SKU1
2023-10-23,190,South,SKU17
2023-10-20,170,North,SKU18
2022-08-31,208,East,SKU6
2023-05-27,194,North,SKU14
2023-07-09,216,West,SKU1
2022-04-05,207,East,SKU17
2022-08-14,198,West,SKU1
2023-06-02,195,North,SKU12
2022-08-02,181,East,SKU3
2023-12-19,199,South,SKU13
2022-03-08,193,North,SKU4
2023-01-31,200,North,SKU9
2023-09-04,176,East,SKU16
2022-01-12,222,East,SKU14
2022-08-25,207,West,SKU5
2023-02-03,228,South,SKU20
2023-02-11,203,North,SKU15
2023-04-25,199,South,SKU10
2023-10-09,212,South,SKU12
2022-08-10,187,South,SKU6
2022-06-05,206,East,SKU19
2023-10-16,193,South,SKU14
2023-03-04,186,West,SKU14
2022-06-07,184,South,SKU7
2023-02-20,177,East,SKU10
2022-11-22,189,East,SKU15
2023-01-06,184,South,SKU15
2022-12-10,176,West,SKU18
2022-09-19,194,North,SKU9
2022-10-10,185,North,SKU16
2022-08-17,185,West,SKU2
2022-10-07,180,East,SKU15
2022-10-17,207,South,SKU13
2023-11-11,210,North,SKU1
2022-02-16,185,North,SKU2
2023-12-16,221,South,SKU16
2022-08-02,200,North,SKU4
2022-01-24,191,North,SKU20
2022-11-17,211,East,SKU1
2022-10-01,227,North,SKU6
2023-07-10,200,North,SKU16
2022-11-09,187,East,SKU16
2022-12-29,206,North,SKU6
2023-10-30,189,East,SKU15
2023-01-15,182,South,SKU7
2023-12-12,197,North,SKU7
2023-11-05,199,North,SKU12
2023-04-15,204,West,SKU1
2023-11-06,205,West,SKU2
2022-04-26,182,West,SKU17
2023-08-28,194,East,SKU17
2022-02-11,193,North,SKU8
2023-01-14,167,North,SKU4
2023-12-23,206,West,SKU13
2022-07-25,213,East,SKU13
2023-04-11,200,West,SKU11
2022-10-07,200,North,SKU12
2023-10-10,210,East,SKU14
2023-09-10,185,West,SKU1
2022-04-28,208,North,SKU9
2022-08-25,213,West,SKU3
2022-11-05,185,South,SKU7
2023-04-01,204,East,SKU15
2023-04-20,219,South,SKU7
2022-04-10,216,South,SKU11
2022-09-18,215,East,SKU16
2022-11-01,195,South,SKU12
2022-12-20,191,West,SKU20
2022-10-13,214,North,SKU8
2022-11-24,213,East,SKU13
2022-04-13,189,West,SKU2
2022-03-04,205,North,SKU8
2023-11-18,220,South,SKU15
2022-10-09,226,East,SKU12
2023-03-17,201,South,SKU5
2022-10-20,215,North,SKU2
2022-01-07,190,East,SKU12
2023-10-01,183,West,SKU6
2022-04-02,203,South,SKU8
2022-07-09,186,West,SKU4
2023-04-21,194,West,SKU10
2023-05-26,193,West,SKU16
2023-04-07,166,East,SKU8
2022-02-22,222,South,SKU16
2023-05-01,184,West,SKU7
2023-10-06,192,North,SKU12
2023-05-05,205,East,SKU7
2022-12-30,197,West,SKU17
2022-04-22,205,West,SKU15
2023-02-13,195,South,SKU14
2022-01-07,204,West,SKU5
2023-10-30,218,West,SKU2
2022-07-16,216,West,SKU5
2023-01-02,206,South,SKU5
2022-09-07,177,West,SKU6
2023-08-18,184,North,SKU14
2022-08-28,216,East,SKU6
2023-01-15,210,West,SKU13
2023-04-16,222,South,SKU7
2023-12-02,225,North,SKU18
2023-03-31,205,East,SKU4
2023-01-01,213,South,SKU5
2022-10-17,198,South,SKU15
2023-02-07,197,East,SKU2
2022-02-27,232,East,SKU8
2023-06-05,202,South,SKU18
2022-10-31,206,North,SKU2
2022-04-25,216,North,SKU2
2022-07-29,199,North,SKU18
2022-02-10,190,East,SKU7
2022-06-22,228,West,SKU14
2022-08-22,178,South,SKU5
2023-08-13,213,North,SKU9
2023-09-12,238,West,SKU14
2023-02-07,210,East,SKU4
2022-02-08,193,South,SKU1
2022-04-29,202,West,SKU8
2022-12-01,190,South,SKU15
2022-12-02,199,East,SKU19
2023-06-23,218,East,SKU10
2023-09-08,187,North,SKU17
2022-03-15,214,South,SKU2
2022-07-10,200,South,SKU5
2022-11-20,195,West,SKU15
2022-05-27,230,South,SKU10
2022-10-11,197,South,SKU18
2022-08-01,204,West,SKU13
2023-09-27,217,North,SKU14
2023-12-19,210,South,SKU3
2023-01-29,194,West,SKU6
2022-12-05,216,East,SKU20
2022-01-22,212,North,SKU12
2022-04-15,230,West,SKU5
2023-04-11,221,South,SKU20
2023-04-04,205,North,SKU9
2023-03-08,202,North,SKU7
2023-12-17,221,North,SKU19
2023-09-11,199,East,SKU5
2022-08-09,201,West,SKU4
2023-01-14,185,North,SKU18
2022-08-10,191,South,SKU5
2022-09-15,204,South,SKU7
2023-12-14,188,South,SKU13
2023-01-02,211,North,SKU16
2022-12-15,198,South,SKU11
2022-08-13,196,North,SKU3
2023-12-15,203,West,SKU4
2022-08-24,202,North,SKU17
2022-07-02,223,North,SKU9
2023-12-13,210,West,SKU19
2023-03-20,184,South,SKU13
2023-09-15,189,North,SKU12
2022-01-06,225,West,SKU17
2022-08-24,209,East,SKU13
2022-05-07,193,West,SKU11
2022-04-14,212,East,SKU10
2023-04-25,209,West,SKU5
2022-06-04,185,North,SKU17
2022-09-14,180,South,SKU1
2022-08-23,193,North,SKU16
2023-05-15,191,North,SKU8
2022-10-16,210,East,SKU20
2023-05-25,196,South,SKU17
2023-07-06,188,South,SKU8
2023-12-10,202,North,SKU14
2023-07-23,187,West,SKU17
2022-10-25,197,West,SKU9
2023-09-02,211,South,SKU6
2022-05-17,190,North,SKU2
2023-01-11,212,North,SKU19
2022-03-28,188,East,SKU13
2023-02-23,191,South,SKU10
2022-07-18,196,West,SKU10
2023-04-08,196,West,SKU15
2023-03-13,190,South,SKU5
2022-11-06,204,East,SKU20
2023-08-19,181,West,SKU7
2022-10-08,208,South,SKU13
2022-11-19,156,North,SKU20
2023-12-03,197,South,SKU11
2022-06-01,207,South,SKU2
2022-10-29,190,South,SKU15
2022-10-05,217,North,SKU15
2023-10-13,178,South,SKU19
2023-11-19,206,North,SKU5
2022-01-08,193,West,SKU17
2022-08-23,212,East,SKU8
2023-11-06,205,North,SKU16
2023-07-15,211,East,SKU15
2022-10-29,203,East,SKU18
2022-02-07,200,West,SKU18
2022-05-16,200,North,SKU15
2023-02-25,211,West,SKU10
2022-08-07,233,North,SKU5
2022-12-14,214,East,SKU16
2023-06-30,206,East,SKU12
2022-03-20,197,South,SKU17
2022-09-30,216,North,SKU12
2022-06-10,183,East,SKU1
2023-11-18,202,North,SKU11
2022-11-04,214,West,SKU8
2023-01-09,182,West,SKU5
2022-01-09,180,North,SKU8
2023-03-20,190,East,SKU11
2022-04-23,189,West,SKU11
2022-07-24,212,East,SKU14
2023-02-09,180,North,SKU14
2023-11-29,180,South,SKU19
2022-07-16,230,East,SKU11
2022-04-25,210,West,SKU2
2022-05-01,205,North,SKU8
2023-10-15,199,South,SKU11
2022-03-06,176,West,SKU1
2022-10-03,198,North,SKU5
2022-08-27,176,North,SKU15
2022-10-29,199,East,SKU19
2023-01-27,209,South,SKU16
2023-06-06,200,North,SKU4
2023-01-04,193,South,SKU12
2022-08-21,221,South,SKU5
2022-07-14,205,East,SKU19
2022-01-12,203,North,SKU11
2023-11-20,190,North,SKU7
2022-06-26,219,East,SKU6
2022-08-05,193,East,SKU13
2022-01-11,208,North,SKU15
2023-03-22,218,East,SKU3
2023-09-22,197,North,SKU3
2022-06-13,198,West,SKU4
2023-07-05,189,South,SKU10
2022-02-22,200,South,SKU19
2022-08-06,201,East,SKU6
2023-12-19,179,West,SKU1
2022-12-26,208,South,SKU1
2023-01-20,229,North,SKU7
2022-02-25,193,South,SKU16
2022-04-28,183,South,SKU4
2022-09-10,218,South,SKU16
2022-06-29,209,North,SKU7
2023-02-19,197,East,SKU18
2022-08-23,247,North,SKU15
2023-12-09,192,East,SKU9
2022-03-21,196,South,SKU11
2023-10-09,200,South,SKU7
2022-01-22,196,West,SKU7
2023-04-22,200,South,SKU3
2023-03-16,196,North,SKU7
2023-07-24,191,South,SKU3
2022-04-03,189,West,SKU12
2022-07-11,207,North,SKU3
2022-04-13,220,West,SKU7
2023-01-31,182,West,SKU6
2022-01-07,227,North,SKU15
2023-10-02,196,East,SKU10
2023-07-21,210,East,SKU5
2022-08-19,195,East,SKU9
2023-07-28,194,East,SKU17
2022-08-28,206,West,SKU19
2022-03-31,190,West,SKU17
2022-08-20,192,North,SKU9
2023-04-02,206,North,SKU17
2022-08-21,185,East,SKU1
2022-12-20,186,East,SKU8
2022-11-29,207,East,SKU19
2023-03-15,200,East,SKU9
2023-01-10,214,East,SKU8
2022-10-19,221,West,SKU6
2022-12-11,207,West,SKU15
2023-10-26,200,West,SKU15
2023-03-04,195,West,SKU6
2023-10-19,221,East,SKU15
2022-05-10,213,West,SKU18
2022-05-21,217,East,SKU6
2023-02-19,194,West,SKU18
2022-04-03,200,West,SKU18
2023-09-18,199,South,SKU19
2022-10-11,191,East,SKU20
2023-10-17,181,East,SKU13
2022-08-11,198,West,SKU11
2023-04-08,190,North,SKU15
2023-06-29,208,East,SKU6
2022-10-03,212,West,SKU11
2023-11-13,205,East,SKU4
2022-05-20,195,East,SKU15
2022-12-23,184,North,SKU16
2023-12-14,183,North,SKU14
2022-01-23,206,South,SKU5
2022-09-27,209,North,SKU15
2023-10-27,212,West,SKU10
2022-11-29,192,North,SKU6
2022-03-26,187,South,SKU16
2023-09-13,225,West,SKU16
2022-01-31,185,North,SKU19
2022-08-28,156,South,SKU3
2022-12-29,211,South,SKU20
2023-01-24,190,North,SKU18
2023-10-15,190,North,SKU19
2023-10-30,194,South,SKU2
2022-10-26,189,West,SKU9
2023-01-06,178,West,SKU1
2022-04-09,182,West,SKU4
2022-02-16,192,South,SKU4
2023-02-26,199,South,SKU6
2023-04-25,188,West,SKU6
2023-08-02,194,South,SKU19
2022-03-03,184,North,SKU8
2022-04-19,182,East,SKU8
2023-11-10,203,South,SKU20
2023-07-03,198,North,SKU13
2022-04-29,190,West,SKU9
2023-08-21,187,West,SKU19
2023-01-17,206,South,SKU7
2023-01-27,213,East,SKU20
2022-02-21,218,North,SKU8
2023-08-26,179,North,SKU11
2022-10-16,191,West,SKU3
2022-12-03,202,East,SKU17
2022-07-23,194,West,SKU5
2022-08-26,175,East,SKU6
2023-01-17,185,North,SKU15
2023-10-29,190,West,SKU9
2022-05-16,174,West,SKU19
2023-02-11,215,West,SKU6
2023-05-23,192,East,SKU8
2022-12-28,206,North,SKU12
2023-01-16,222,East,SKU16
2023-07-30,203,West,SKU20
2023-09-27,192,South,SKU3
2022-09-11,222,South,SKU16
2023-04-22,222,North,SKU15
2022-04-24,212,North,SKU11
2022-01-20,186,North,SKU6
2023-06-12,181,South,SKU2
2022-05-25,213,South,SKU7
2022-07-27,208,West,SKU16
2023-06-15,200,North,SKU1
2023-01-11,206,East,SKU13
2023-05-19,181,North,SKU4
2022-06-15,197,North,SKU1
2023-07-04,199,West,SKU5
2022-06-30,248,West,SKU16
2023-09-09,210,North,SKU19
2023-09-04,223,West,SKU12
2023-08-25,193,East,SKU9
2023-03-20,192,South,SKU6
2022-11-28,198,East,SKU9
2023-05-18,193,South,SKU2
2022-03-20,191,West,SKU1
2023-08-08,185,South,SKU10
2023-11-19,201,East,SKU3
2023-01-31,181,South,SKU18
2023-08-31,235,East,SKU12
2022-04-13,191,South,SKU15
2023-02-06,206,West,SKU14
2022-08-12,226,North,SKU10
2023-06-02,212,South,SKU6
2023-09-26,190,East,SKU20
2022-08-24,207,West,SKU20
2023-03-03,236,South,SKU12
